245||211|243|1||FEDE|||CLEAR_SKY|DAWN|2019-06-08T01:51:24.397
246||211|243|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T01:51:24.397
247||211|243|3||FEDE|||CLEAR_SKY|DAWN|2019-06-08T01:51:24.398
249||211|248|0||FEDE|||CLEAR_SKY|DAWN|2019-06-08T02:14:18.763
250||211|248|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T02:14:18.764
251||211|248|2||FEDE|||CLEAR_SKY|DAWN|2019-06-08T02:14:18.764
252||211|248|3||FEDE|||CLEAR_SKY|DAWN|2019-06-08T02:14:18.765
254||211|253|0||FEDE|||CLEAR_SKY|DAWN|2019-06-08T02:49:23.042
255||211|253|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-08T02:49:23.043
256||211|253|2||FEDE|||CLEAR_SKY|DAWN|2019-06-08T02:49:23.044
257||211|253|3||FEDE|||CLEAR_SKY|DAWN|2019-06-08T02:49:23.044
261||211|260|0||FEDE|||CLEAR_SKY|DAWN|2019-06-09T18:52:46.429
262||211|260|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-09T18:52:46.429
263||211|260|2||BOMBER|||CLEAR_SKY|DAWN|2019-06-09T18:52:46.43
264||211|260|3||BOMBER|||CLEAR_SKY|DAWN|2019-06-09T18:52:46.43
266||211|265|0||BOMBER|||CLEAR_SKY|DAWN|2019-06-09T19:08:40.395
267||211|265|1||BOMBER|||CLEAR_SKY|DAWN|2019-06-09T19:08:40.396
268||211|265|2||FEDE|||CLEAR_SKY|DAWN|2019-06-09T19:08:40.396
269||211|265|3||BOMBER|||CLEAR_SKY|DAWN|2019-06-09T19:08:40.396
